#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
1,686,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del lenguaje oral,51635,ATP-LENGUA-PRIM.01.A,"A partir de enunciados referentes al desarrollo del lenguaje, identificar los aspectos que favorecen el lenguaje oral",Conocimiento,,,,,,,Nuevo ,Nuevo 
2,687,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del lenguaje oral,51635,ATP-LENGUA-PRIM.01.A,"A partir de enunciados referentes al desarrollo del lenguaje, identificar los aspectos que favorecen el lenguaje oral",Conocimiento,,,,,,,Nuevo ,Nuevo 
3,688,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del lenguaje oral,51635,ATP-LENGUA-PRIM.01.A,"A partir de enunciados referentes al desarrollo del lenguaje, identificar los aspectos que favorecen el lenguaje oral",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo
4,594,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23431,ATP-LENGUA-PRIM.02,"A partir de una situación didáctica apoyada en el uso de diferentes portadores de texto, identificar las características del proceso para la producción de textos.",Comprensión,,,,,,,Nuevo ,Nuevo 
5,11,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23431,ATP-LENGUA-PRIM.02,"A partir de una situación didáctica apoyada en el uso de diferentes portadores de texto, identificar las características del proceso para la producción de textos.",Comprensión,81.8,0.152,-0.107,0.152,-0.19,-0.092,2017,Ancla
6,634,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23431,ATP-LENGUA-PRIM.02,"A partir de una situación didáctica apoyada en el uso de diferentes portadores de texto, identificar las características del proceso para la producción de textos.",Comprensión,,,,,,,Piloto Variable,Piloto Variable
7,54,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23432,ATP-LENGUA-PRIM.03,"A partir de situaciones didácticas en el uso del lenguaje oral, identificar las que favorecen el desarrollo del lenguaje escrito.",Comprensión,64.34,0.206,-0.224,-0.166,-0.055,0.206,2017,Ancla
8,143,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23432,ATP-LENGUA-PRIM.03,"A partir de situaciones didácticas en el uso del lenguaje oral, identificar las que favorecen el desarrollo del lenguaje escrito.",Comprensión,76.39,0.205,-0.122,-0.135,0.205,-0.254,2017,Ancla
9,389,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23433,ATP-LENGUA-PRIM.04,"A partir de actividades de aprendizaje, identificar las que promueven la reflexión sobre la lengua",Comprensión,37.24,0.248,0.248,-0.085,-0.152,-0.236,2017,Ancla
10,149,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.2 Cultura escrita,23433,ATP-LENGUA-PRIM.04,"A partir de actividades de aprendizaje, identificar las que promueven la reflexión sobre la lengua",Comprensión,13.978,0.195,-0.04,-0.041,-0.221,0.195,2016,Específico
