#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
1,618,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23779,DIR-PRI.01,"A partir de un listado de propósitos educativos, seleccionar los que respaldan la tarea fundamental de la escuela en educación primaria.",Conocimiento,,,,,,,Nuevo ,Nuevo 
2,3,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23779,DIR-PRI.01,"A partir de un listado de propósitos educativos, seleccionar los que respaldan la tarea fundamental de la escuela en educación primaria.",Conocimiento,88.34,0.246,-0.136,-0.197,0.246,-0.188,2017,Ancla
3,603,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23779,DIR-PRI.01,"A partir de un listado de propósitos educativos, seleccionar los que respaldan la tarea fundamental de la escuela en educación primaria.",Conocimiento,,,,,,,Piloto Variable,Piloto Variable
4,610,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,51633,DIR-PRI.02.A,"A partir de un propósito educativo, identificar la estrategia de gestión escolar que contribuye al cumplimiento de la tarea fundamental de la escuela",Comprensión,,,,,,,Nuevo ,Nuevo 
5,743,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,51633,DIR-PRI.02.A,"A partir de un propósito educativo, identificar la estrategia de gestión escolar que contribuye al cumplimiento de la tarea fundamental de la escuela",Comprensión,,,,,,,Nuevo ,Nuevo 
6,741,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,51633,DIR-PRI.02.A,"A partir de un propósito educativo, identificar la estrategia de gestión escolar que contribuye al cumplimiento de la tarea fundamental de la escuela",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo
7,290,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23781,DIR-PRI.03,"A partir de descripciones sobre acciones docentes, identificar las prácticas que contribuyen a la tarea fundamental de la escuela",Comprensión,85.67,0.328,-0.3,0.328,-0.147,-0.187,2017,Ancla
8,574,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23781,DIR-PRI.03,"A partir de descripciones sobre acciones docentes, identificar las prácticas que contribuyen a la tarea fundamental de la escuela",Comprensión,89.85,0.201,-0.193,-0.132,0.201,-0.122,2017,Ancla
9,365,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23782,DIR-PRI.04,"A partir de la descripción de una situación problemática de intervención docente en el aula, identificar las estrategias que contribuyen a la tarea fundamental de la escuela.",Aplicación,53.06,0.203,0.203,-0.189,-0.122,-0.155,2017,Ancla
10,584,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23782,DIR-PRI.04,"A partir de la descripción de una situación problemática de intervención docente en el aula, identificar las estrategias que contribuyen a la tarea fundamental de la escuela.",Aplicación,57.89,0.166,-0.09,-0.267,-0.093,0.166,2017,Ancla
