#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,557,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,24180,SUPER-PRE.01,"A partir de ejemplos de acciones de la función del supervisor, identificar las que inciden en la función genérica (apoyo, asesoría y orientación a las escuelas)",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,558,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,24180,SUPER-PRE.01,"A partir de ejemplos de acciones de la función del supervisor, identificar las que inciden en la función genérica (apoyo, asesoría y orientación a las escuelas)",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,575,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24181,SUPER-PRE.02,"A partir de situaciones escolares, identificar las acciones que permitan el funcionamiento regular de las escuelas",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,691,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24181,SUPER-PRE.02,"A partir de situaciones escolares, identificar las acciones que permitan el funcionamiento regular de las escuelas",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,832,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24181,SUPER-PRE.02,"A partir de situaciones escolares, identificar las acciones que permitan el funcionamiento regular de las escuelas",Comprensión,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,754,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24182,SUPER-PRE.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,757,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24182,SUPER-PRE.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,758,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24182,SUPER-PRE.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,,,,,,,Piloto Variable,Piloto Variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,84,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.4 Uso del tiempo escolar,24183,SUPER-PRE.04,"A partir de situaciones escolares, identificar aquéllas en las que el docente favorece el uso del tiempo con sentido formativo",Comprensión,77.04,0.182,-0.173,-0.193,0.182,-0.123,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,144,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.4 Uso del tiempo escolar,24183,SUPER-PRE.04,"A partir de situaciones escolares, identificar aquéllas en las que el docente favorece el uso del tiempo con sentido formativo",Comprensión,41.06,0.178,-0.108,0.178,-0.136,-0.227,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,761,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.5 Evaluación del aprendizaje de los alumnos de la zona,51770,SUPER-PRE.05.A,"A partir de acciones, identificar la que permita evaluar periódicamente el aprendizaje de los alumnos de la zona",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
