#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,199,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24092,SUB-PRI.01,"A partir de propósitos de la educación básica, identificar los que corresponden al nivel.",Conocimiento,62.39,0.247,-0.204,-0.206,-0.183,0.247,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,337,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24092,SUB-PRI.01,"A partir de propósitos de la educación básica, identificar los que corresponden al nivel.",Conocimiento,67.9,0.269,-0.334,0.269,-0.106,-0.216,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,479,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24092,SUB-PRI.01,"A partir de propósitos de la educación básica, identificar los que corresponden al nivel.",Conocimiento,,,,,,,Piloto,Piloto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,338,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,51744,SUB-PRI.02.A,"A partir de un listado de aprendizajes esperados, identifique el propósito de la Educación Primaria que se favorece",Comprensión,67.12,0.215,-0.317,-0.167,0.215,-0.132,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,675,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,51744,SUB-PRI.02.A,"A partir de un listado de aprendizajes esperados, identifique el propósito de la Educación Primaria que se favorece",Comprensión,22.09,0.2,-0.074,-0.363,0.2,-0.055,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,738,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,51744,SUB-PRI.02.A,"A partir de un listado de aprendizajes esperados, identifique el propósito de la Educación Primaria que se favorece",Comprensión,,,,,,,Piloto,Piloto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24094,SUB-PRI.03,"A partir de ejemplos de prácticas docentes, identificar aquellos que contribuyen al aprendizaje permanente.",Conocimiento,70.39,0.152,-0.221,-0.165,0.152,-0.059,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,681,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24094,SUB-PRI.03,"A partir de ejemplos de prácticas docentes, identificar aquellos que contribuyen al aprendizaje permanente.",Conocimiento,70.37,0.374,-0.378,-0.285,0.374,-0.161,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,745,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24094,SUB-PRI.03,"A partir de ejemplos de prácticas docentes, identificar aquellos que contribuyen al aprendizaje permanente.",Conocimiento,,,,,,,Piloto,Piloto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24095,SUB-PRI.04,"A partir de ejemplos de prácticas docentes, identificar aquellas que contribuyen al logro de competencias en los alumnos.",Comprensión,80.56,0.186,-0.056,-0.093,-0.264,0.186,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
