#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
1,496,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,24131,SUPER-PRI.01,"A partir de ejemplos de acciones de la función del supervisor, identificar las que inciden en la función genérica (apoyo, asesoría y orientación a las escuelas)",Comprensión,,,,,,,Nuevo,Nuevo
2,507,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,24131,SUPER-PRI.01,"A partir de ejemplos de acciones de la función del supervisor, identificar las que inciden en la función genérica (apoyo, asesoría y orientación a las escuelas)",Comprensión,,,,,,,Nuevo,Nuevo
3,497,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,24131,SUPER-PRI.01,"A partir de ejemplos de acciones de la función del supervisor, identificar las que inciden en la función genérica (apoyo, asesoría y orientación a las escuelas)",Comprensión,,,,,,,Piloto Variable,Piloto Variable
4,688,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24132,SUPER-PRI.02,"A partir de situaciones escolares, identificar las acciones que garanticen el funcionamiento regular de las escuelas",Comprensión,,,,,,,Nuevo,Nuevo
5,390,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24132,SUPER-PRI.02,"A partir de situaciones escolares, identificar las acciones que garanticen el funcionamiento regular de las escuelas",Comprensión,84.8,0.308,-0.316,-0.15,0.308,-0.128,2017,Ancla
6,510,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24133,SUPER-PRI.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,,,,,,,Nuevo,Nuevo
7,466,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24133,SUPER-PRI.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,71.95,0.188,-0.079,0.188,-0.177,-0.199,2017,Ancla
8,599,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24133,SUPER-PRI.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,,,,,,,Piloto Variable,Piloto Variable
9,516,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.4 Uso del tiempo escolar,24134,SUPER-PRI.04,"A partir de situaciones escolares, identificar aquellas en las que el docente favorece el uso del tiempo con sentido formativo",Comprensión,,,,,,,Nuevo,Nuevo
10,81,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.4 Uso del tiempo escolar,24134,SUPER-PRI.04,"A partir de situaciones escolares, identificar aquellas en las que el docente favorece el uso del tiempo con sentido formativo",Comprensión,77.95,0.295,-0.237,-0.206,0.295,-0.171,2017,Ancla
