#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,210,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del pensamiento matemático,24326,ATP-PENSA-PRE.01,"A partir de ejemplos sobre el desarrollo de nociones matemáticas, identificar los principios generales sobre el proceso que realiza el alumno para su aprendizaje.",Comprensión,85.84,0.291,-0.227,0.291,-0.177,-0.208,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,247,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del pensamiento matemático,24326,ATP-PENSA-PRE.01,"A partir de ejemplos sobre el desarrollo de nociones matemáticas, identificar los principios generales sobre el proceso que realiza el alumno para su aprendizaje.",Comprensión,61.45,0.2,-0.089,-0.275,0.2,-0.058,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,591,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del pensamiento matemático,24326,ATP-PENSA-PRE.01,"A partir de ejemplos sobre el desarrollo de nociones matemáticas, identificar los principios generales sobre el proceso que realiza el alumno para su aprendizaje.",Comprensión,69.110,0.227,-0.219,-0.264,-2,0.227,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,218,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del pensamiento matemático,24327,ATP-PENSA-PRE.02,"A partir de principios generales sobre el aprendizaje de las matemáticas, identificar los que corresponden al desarrollo de nociones matemáticas",Conocimiento,50.6,0.236,-0.197,-0.179,-0.145,0.236,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,248,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del pensamiento matemático,24327,ATP-PENSA-PRE.02,"A partir de principios generales sobre el aprendizaje de las matemáticas, identificar los que corresponden al desarrollo de nociones matemáticas",Conocimiento,79.52,0.303,-0.243,0.303,-0.237,-0.193,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,593,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo del pensamiento matemático,24327,ATP-PENSA-PRE.02,"A partir de principios generales sobre el aprendizaje de las matemáticas, identificar los que corresponden al desarrollo de nociones matemáticas",Conocimiento,52.850,0.454,-0.25,-0.277,-0.324,0.454,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,281,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24328,ATP-PENSA-PRE.03,"A partir de la descripción de condiciones del entorno familiar, social o cultural del alumno, identificar las que pueden ayudar a desarrollar el pensamiento matemático",Conocimiento,86.75,0.169,-0.161,0.169,-0.159,-0.143,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,554,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24328,ATP-PENSA-PRE.03,"A partir de la descripción de condiciones del entorno familiar, social o cultural del alumno, identificar las que pueden ayudar a desarrollar el pensamiento matemático",Conocimiento,46.340,0.200,-0.175,-0.329,0.2,-0.11,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,771,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24328,ATP-PENSA-PRE.03,"A partir de la descripción de condiciones del entorno familiar, social o cultural del alumno, identificar las que pueden ayudar a desarrollar el pensamiento matemático",Conocimiento,,,,,,,Piloto,Piloto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,558,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24329,ATP-PENSA-PRE.04,"A partir de actividades cotidianas para resolver problemas matemáticos, identificar los aspectos del pensamiento matemático que favorecen.",Comprensión,28.450,0.234,-0.227,-0.241,0.234,-0.05,Piloto experimental,Piloto experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
