#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación
1,52,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24475,DIR-ESPE.01,"A partir de un listado de apoyos, seleccionar los que respaldan la tarea fundamental de los servicios de educación especial",Conocimiento,83.71,0.269,-0.095,-0.103,0.269,-0.328,2017,Ancla
2,644,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24475,DIR-ESPE.01,"A partir de un listado de apoyos, seleccionar los que respaldan la tarea fundamental de los servicios de educación especial",Conocimiento,,,,,,,Nuevo ,Nuevo 
3,214,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24476,DIR-ESPE.02,"A partir de la descripción del caso de un alumno que presenta necesidades educativas especiales, identificar los apoyos adicionales que requiere para desarrollar sus capacidades",Comprensión,77.98,0.206,-0.126,-0.116,0.206,-0.249,2017,Ancla
4,532,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24476,DIR-ESPE.02,"A partir de la descripción del caso de un alumno que presenta necesidades educativas especiales, identificar los apoyos adicionales que requiere para desarrollar sus capacidades",Comprensión,,,,,,,Nuevo ,Nuevo 
5,792,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,24476,DIR-ESPE.02,"A partir de la descripción del caso de un alumno que presenta necesidades educativas especiales, identificar los apoyos adicionales que requiere para desarrollar sus capacidades",Comprensión,,,,,,,Piloto Variable,Piloto Variable
6,312,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24477,DIR-ESPE.03,"A partir de una lista de acciones docentes, identificar las prácticas inclusivas que contribuyen a la tarea fundamental de la escuela respecto a los principios de equidad, pertinencia y calidad",Comprensión,61.76,0.208,0.208,-0.113,-0.187,-0.212,2017,Ancla
7,420,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24477,DIR-ESPE.03,"A partir de una lista de acciones docentes, identificar las prácticas inclusivas que contribuyen a la tarea fundamental de la escuela respecto a los principios de equidad, pertinencia y calidad",Comprensión,61.9,0.174,-0.2,0.174,-0.164,-0.109,2017,Ancla
8,421,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24478,DIR-ESPE.04,"A partir del caso de un alumno con necesidades educativas relacionadas a alguna discapacidad (auditiva, visual, cognitiva, psicomotriz, de comunicación), identificar las estrategias que favorecen la inclusión educativa, social y laboral",Aplicación,54.32,0.258,-0.317,0.258,-0.122,-0.093,2017,Ancla
9,517,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24478,DIR-ESPE.04,"A partir del caso de un alumno con necesidades educativas relacionadas a alguna discapacidad (auditiva, visual, cognitiva, psicomotriz, de comunicación), identificar las estrategias que favorecen la inclusión educativa, social y laboral",Aplicación,,,,,,,Nuevo ,Nuevo 
10,527,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,24478,DIR-ESPE.04,"A partir del caso de un alumno con necesidades educativas relacionadas a alguna discapacidad (auditiva, visual, cognitiva, psicomotriz, de comunicación), identificar las estrategias que favorecen la inclusión educativa, social y laboral",Aplicación,,,,,,,Nuevo ,Nuevo 
