#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,
1,8,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24229,ATP-EDUFIS.01,"A partir de las características del desarrollo de los alumnos, identificar las que corresponden al nivel de primaria.",Conocimiento,38.66,0.219,-0.125,0.219,-0.127,-0.193,2017,Ancla,,,,,,,,,,,,
2,468,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24229,ATP-EDUFIS.01,"A partir de las características del desarrollo de los alumnos, identificar las que corresponden al nivel de primaria.",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
3,100,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24230,ATP-EDUFIS.02,"A partir de la planificación de las estrategias de la clase de Educación Física, identificar el aprendizaje esperado latitudinal al que favorece.",Aplicación,30.48,0.25,0.25,-0.068,-0.255,-0.181,2017,Ancla,,,,,,,,,,,,
4,2,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24230,ATP-EDUFIS.02,"A partir de la planificación de las estrategias de la clase de Educación Física, identificar el aprendizaje esperado latitudinal al que favorece.",Aplicación,74.35,0.24,-0.214,-0.176,0.24,-0.14,2017,Ancla,,,,,,,,,,,,
5,192,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24230,ATP-EDUFIS.02,"A partir de la planificación de las estrategias de la clase de Educación Física, identificar el aprendizaje esperado latitudinal al que favorece.",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
6,12,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24231,ATP-EDUFIS.03,"A partir de actividades de una sesión de Educación Física, identificar las que favorecen la integración de la corporeidad de los alumnos",Comprensión,60.22,0.277,-0.289,-0.183,0.277,-0.169,2017,Ancla,,,,,,,,,,,,
7,222,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,1.1.1 Desarrollo y aprendizaje de los alumnos,24231,ATP-EDUFIS.03,"A partir de actividades de una sesión de Educación Física, identificar las que favorecen la integración de la corporeidad de los alumnos",Comprensión,54.948,0.273,-0.135,-0.323,-0.091,0.273,2016,Específico ,,,,,,,,,,,,
8,382,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24232,ATP-EDUFIS.04,"A partir del caso de un alumno, ordenar jerárquicamente los elementos del entorno cultural que influyen en su desarrollo afectivo",Comprensión,76.21,0.177,0.177,-0.158,-0.155,-0.129,2017,Ancla,,,,,,,,,,,,
9,267,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24232,ATP-EDUFIS.04,"A partir del caso de un alumno, ordenar jerárquicamente los elementos del entorno cultural que influyen en su desarrollo afectivo",Comprensión,53.385,0.172,0.172,-0.079,-0.07,-0.26,2016,Específico ,,,,,,,,,,,,
10,718,1,RS,1. Dominio pedagógico,1.1 Procesos de aprendizaje,"1.1.2 Influencia de los entornos familiar, social y cultural",24232,ATP-EDUFIS.04,"A partir del caso de un alumno, ordenar jerárquicamente los elementos del entorno cultural que influyen en su desarrollo afectivo",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
11,245,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.1 Propósitos,24233,ATP-EDUFIS.05,"A partir de un listado de propósitos de educación básica, asociar los que corresponden a la Educación Física del nivel primaria",Comprensión,12.27,0.208,-0.002,-0.263,-0.001,0.208,2017,Ancla,,,,,,,,,,,,
12,196,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.1 Propósitos,24233,ATP-EDUFIS.05,"A partir de un listado de propósitos de educación básica, asociar los que corresponden a la Educación Física del nivel primaria",Comprensión,65.885,0.261,-0.228,0.261,-0.231,-0.072,2016,Específico ,,,,,,,,,,,,
13,479,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.1 Propósitos,24233,ATP-EDUFIS.05,"A partir de un listado de propósitos de educación básica, asociar los que corresponden a la Educación Física del nivel primaria",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
14,467,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.1 Propósitos,51841,ATP-EDUFIS.06.A,"A partir de los propósitos de estudio de la Educación Básica, identificar los que corresponden a Educación Física del nivel preescolar o de secundaria",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
15,469,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.1 Propósitos,51841,ATP-EDUFIS.06.A,"A partir de los propósitos de estudio de la Educación Básica, identificar los que corresponden a Educación Física del nivel preescolar o de secundaria",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
16,729,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.1 Propósitos,51841,ATP-EDUFIS.06.A,"A partir de los propósitos de estudio de la Educación Básica, identificar los que corresponden a Educación Física del nivel preescolar o de secundaria",Conocimiento,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
17,338,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.2 Contenidos,24235,ATP-EDUFIS.07,"A partir de un listado de contenidos del programa, identificar aquellos que presentan una relación con Educación Física.",Conocimiento,48.7,0.191,-0.088,-0.087,0.191,-0.31,2017,Ancla,,,,,,,,,,,,
18,155,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.2 Contenidos,24235,ATP-EDUFIS.07,"A partir de un listado de contenidos del programa, identificar aquellos que presentan una relación con Educación Física.",Conocimiento,81.04,0.36,0.36,-0.233,-0.351,-0.129,2017,Ancla,,,,,,,,,,,,
19,530,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.2 Contenidos,24235,ATP-EDUFIS.07,"A partir de un listado de contenidos del programa, identificar aquellos que presentan una relación con Educación Física.",Conocimiento,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,
20,390,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.2 Contenidos,24236,ATP-EDUFIS.08,"A partir de un listado de contenidos del programa de sexto grado, identificar aquellos que presentan una relación con Educación Física",Comprensión,20.45,0.214,-0.198,0.214,-0.081,-0.128,2017,Ancla,,,,,,,,,,,,
21,18,1,RS,1. Dominio pedagógico,1.2 Conocimiento del plan y programas de estudio,1.2.2 Contenidos,24236,ATP-EDUFIS.08,"A partir de un listado de contenidos del programa de sexto grado, identificar aquellos que presentan una relación con Educación Física",Comprensión,83.5,0.158,-0.205,0.158,-0.074,-0.125,2015,Específico ,,,,,,,,,,,,
22,10,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,24237,ATP-EDUFIS.09,"A partir de actividades lúdicas, identificar las que favorecen el enfoque didáctico de Educación Física",Comprensión,81.41,0.398,-0.263,0.398,-0.213,-0.348,2017,Ancla,,,,,,,,,,,,
23,471,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,24237,ATP-EDUFIS.09,"A partir de actividades lúdicas, identificar las que favorecen el enfoque didáctico de Educación Física",Comprensión,,,,,,,Piloto Fijo,Piloto Fijo,,,,,,,,,,,,
24,86,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,24238,ATP-EDUFIS.10,"A partir de un principio del enfoque didáctico del programa de Educación Física, identificar la estrategia que lo favorece",Aplicación,54.65,0.326,-0.112,0.326,-0.316,-0.198,2017,Ancla,,,,,,,,,,,,
25,279,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,24238,ATP-EDUFIS.10,"A partir de un principio del enfoque didáctico del programa de Educación Física, identificar la estrategia que lo favorece",Aplicación,81.78,0.233,-0.254,-0.133,-0.127,0.233,2017,Ancla,,,,,,,,,,,,
26,72,1,RS,1. Dominio pedagógico,1.3 Aspectos didácticos,1.3.1 Enfoque,24239,ATP-EDUFIS.11,"A partir de actividades recreativas, identificar aquella que cumple con el programa de Educación Física con sentido formativo",Comprensión,84.39,0.342,0.342,-0.32,-0.159,-0.249,2017,Ancla,,,,,,,,,,,,
