#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,,,
1,492,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,51795,SUPER-SEC.01.A,"A partir de acciones del supervisor, identificar las que favorecen la mejora de la calidad del servicio educativo de la zona escolar",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,
2,500,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,51795,SUPER-SEC.01.A,"A partir de acciones del supervisor, identificar las que favorecen la mejora de la calidad del servicio educativo de la zona escolar",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,
3,505,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.1 Calidad del servicio educativo,51795,SUPER-SEC.01.A,"A partir de acciones del supervisor, identificar las que favorecen la mejora de la calidad del servicio educativo de la zona escolar",Comprensión,,,,,,,"Piloto 
Fijo","Piloto 
Fijo",,,,,,,,,,,,,,
4,498,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24700,SUPER-SEC.02,"A partir de situaciones escolares, identificar las acciones que garanticen el funcionamiento regular de las escuelas",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,
5,519,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24700,SUPER-SEC.02,"A partir de situaciones escolares, identificar las acciones que garanticen el funcionamiento regular de las escuelas",Comprensión,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,
6,783,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.2 Funcionamiento regular de las escuelas,24700,SUPER-SEC.02,"A partir de situaciones escolares, identificar las acciones que garanticen el funcionamiento regular de las escuelas",Comprensión,,,,,,,"Piloto
Variable","Piloto
Variable",,,,,,,,,,,,,,
7,706,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24701,SUPER-SEC.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,,,,,,,Nuevo,Nuevo,,,,,,,,,,,,,,
8,7,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.3 Recursos humanos y materiales de las escuelas,24701,SUPER-SEC.03,"A partir de un caso escolar relacionado con la falta de recursos humanos, materiales o didácticos, identificar las acciones para su atención",Aplicación,57.550,0.154,0.154,-0.004,-0.247,-0.094,2017,Ancla,,,,,,,,,,,,,,
9,61,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.4 Uso del tiempo escolar,24702,SUPER-SEC.04,"A partir de situaciones escolares, identificar aquellas en las que el docente favorece el uso del tiempo con sentido formativo.",Comprensión,75.360,0.281,-0.22,-0.246,0.281,-0.171,2017,Ancla,,,,,,,,,,,,,,
10,458,1,RS,1. Aspectos de la función,1.1 Sentido de la función,1.1.4 Uso del tiempo escolar,24702,SUPER-SEC.04,"A partir de situaciones escolares, identificar aquellas en las que el docente favorece el uso del tiempo con sentido formativo.",Comprensión,74.800,0.21,-0.131,0.21,-0.231,-0.168,2017,Ancla,,,,,,,,,,,,,,
