#,Clave reactivo,Sesión,Tipo de reactivo,Área,Subárea,Tema,ID especificación ,Clave de especificación,Definición operacional,Nivel taxonómico,(%) RES. COR.,CORRELACIÓN BIS. PUNT. (Pearson),RPBIS_OP1E,RPBIS_OP2E,RPBIS_OP3E,RPBIS_OP4E,Condición,Clasificación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23731,DIR-PRE.01,"A partir de un listado de propósitos educativos, seleccionar los que respaldan la tarea fundamental de la escuela en educación preescolar",Conocimiento,86.74,0.159,-0.218,-0.066,-0.025,0.159,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,575,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23731,DIR-PRE.01,"A partir de un listado de propósitos educativos, seleccionar los que respaldan la tarea fundamental de la escuela en educación preescolar",Conocimiento,78.84,0.152,-0.182,0.152,-0.103,-0.088,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,83,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23732,DIR-PRE.02,"A partir de un listado de propósitos educativos, relacionar con las estrategias didácticas que contribuyen al cumplimiento de la tarea fundamental de la escuela",Comprensión,83.91,0.311,-0.219,-0.288,0.311,-0.113,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,487,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.1 Logro de los propósitos educativos del nivel,23732,DIR-PRE.02,"A partir de un listado de propósitos educativos, relacionar con las estrategias didácticas que contribuyen al cumplimiento de la tarea fundamental de la escuela",Comprensión,79.24,0.21,-0.146,0.21,-0.207,-0.129,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23733,DIR-PRE.03,"A partir de descripciones sobre acciones docentes, identificar las prácticas que contribuyen a la tarea fundamental de la escuela",Comprensión,64.04,0.27,-0.282,-0.09,-0.161,0.27,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,490,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23733,DIR-PRE.03,"A partir de descripciones sobre acciones docentes, identificar las prácticas que contribuyen a la tarea fundamental de la escuela",Comprensión,77.49,0.255,-0.176,-0.165,0.255,-0.213,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23734,DIR-PRE.04,"A partir de la descripción de una situación problemática de intervención docente en el aula, identificar las estrategias que contribuyen a la tarea fundamental de la escuela",Aplicación,65.84,0.19,-0.058,-0.071,0.19,-0.265,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,268,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.2 Prácticas docentes,23734,DIR-PRE.04,"A partir de la descripción de una situación problemática de intervención docente en el aula, identificar las estrategias que contribuyen a la tarea fundamental de la escuela",Aplicación,86.4,0.279,-0.31,-0.058,-0.121,0.279,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,201,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,23735,DIR-PRE.05,"A partir de enunciados sobre el desempeño de los alumnos, identificar el tipo de influencia del entorno familiar, sociocultural o lingüístico, que subyace en el logro de los propósitos educativos",Comprensión,63.88,0.228,-0.081,0.228,-0.123,-0.268,2017,Ancla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,641,1,RS,1. La escuela y el trabajo en el aula,1.1 Tarea fundamental de la escuela,1.1.3 Influencia del entorno en el logro de propósitos educativos,23735,DIR-PRE.05,"A partir de enunciados sobre el desempeño de los alumnos, identificar el tipo de influencia del entorno familiar, sociocultural o lingüístico, que subyace en el logro de los propósitos educativos",Comprensión,,,,,,,Nuevo ,Nuevo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
