Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,Color,facilidad,senal,tipo,choice,outcome,Exito,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,406,s,True,1,0,True,1,False,0,False,0,False,0,6,2.7495749,1.248470068,0.501203775,Purpura,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
1,22,n,False,1,1,False,1,False,0,False,0,True,1,2,4.157975912,2.657637835,1.504796982,Purpura,pocos,senal,4 AS,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
2,33,s,True,2,1,True,2,False,0,False,0,False,1,6,3.355834007,1.855689049,0.802473068,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
3,590,n,True,3,1,False,2,True,1,False,0,False,1,1,1.654576063,0.153569937,1.805561066,Azul,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
4,19,s,True,4,1,True,3,False,1,False,0,False,1,6,2.65012002,1.149028063,0.602004051,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
5,591,n,True,5,1,False,3,True,2,False,0,False,1,1,1.646901131,0.146616936,0.802406073,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
6,458,s,True,6,1,True,4,False,2,False,0,False,1,6,2.457438946,0.957175016,0.602205992,Purpura,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
7,601,n,True,7,1,False,4,True,3,False,0,False,1,1,2.047489882,0.546278,0.902801037,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
8,617,n,True,8,1,False,4,True,4,False,0,False,1,1,2.440047979,0.939893007,0.702280045,Verde,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
9,30,s,True,9,1,True,5,False,4,False,0,False,1,6,1.951366901,0.451101065,0.602035046,Naranja,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
10,379,s,True,10,1,True,6,False,4,False,0,False,1,6,2.25206089,0.751776934,0.501512051,Verde,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
11,121,s,True,11,1,True,7,False,4,False,0,False,1,6,2.554261923,1.054111958,0.601840019,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
12,443,s,True,12,1,True,8,False,4,False,0,False,1,6,2.139940023,0.639806986,0.501600981,Azul,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
13,396,n,False,12,2,False,8,False,4,False,0,True,2,3,2.248845816,0.748614073,2.707723141,Purpura,muchos,senal,3 BS,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
14,372,s,True,13,2,True,9,False,4,False,0,False,2,6,3.151796103,1.651161909,0.602365017,Naranja,muchos,senal,3 BS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
15,67,s,True,14,2,True,10,False,4,False,0,False,2,6,1.953566074,0.453202009,0.504034042,Purpura,pocos,senal,4 AS,1,4,1,1,0,1,0,1,0,1,0,1,0,1,0
16,620,n,True,15,2,False,10,True,5,False,0,False,2,1,1.64751792,0.14721489,0.502038956,Naranja,muchos,ruido,2 BN,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
