Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,581,s,False,0,1,False,0,False,0,True,1,False,0,4,8.560919046,7.059865952,1.203294992,muchos,7,under,1.5,ruido,naranja,2 BN,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1,137,s,True,1,1,True,1,False,0,False,1,False,0,4,5.459764004,3.959136009,1.002724886,pocos,3,under,2_u3,senal,purpura,4 AS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
2,126,s,True,2,1,True,2,False,0,False,1,False,0,5,5.058219194,3.557018995,3.006868124,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
3,420,n,False,2,2,False,2,False,0,False,1,True,1,3,7.962224007,6.461029053,3.409193993,muchos,7,under,2_u2,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0
4,627,n,True,3,2,False,2,True,1,False,1,False,1,1,5.561663866,4.060523987,2.205608845,muchos,7,under,1,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,312,n,True,4,2,False,2,True,2,False,1,False,1,1,3.156051874,1.655458927,1.705001116,pocos,3,under,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
6,235,n,True,5,2,False,2,True,3,False,1,False,1,2,5.561305046,4.060209036,1.002969027,pocos,3,under,2.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
7,198,n,True,6,2,False,2,True,4,False,1,False,1,1,2.555119991,1.053956985,2.205754995,pocos,3,under,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
8,560,s,False,6,3,False,2,False,4,True,2,False,1,6,3.350822926,1.849670887,1.403692961,muchos,8,under,2.5,ruido,guinda,2 BN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9,164,n,True,7,3,False,2,True,5,False,2,False,1,1,3.756644964,2.25556016,2.606740952,pocos,2,over,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
10,229,n,True,8,3,False,2,True,6,False,2,False,1,2,3.65678215,2.155560017,1.202790022,pocos,2,under,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
11,571,n,True,9,3,False,2,True,7,False,2,False,1,1,3.455501795,1.954359055,1.503676891,muchos,8,over,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
12,31,s,True,10,3,True,3,False,7,False,2,False,1,6,3.457054138,1.955894947,0.903011084,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
13,87,s,True,11,3,True,4,False,7,False,2,False,1,5,3.256361961,1.755217075,2.707139015,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
14,397,s,True,12,3,True,5,False,7,False,2,False,1,6,3.455861092,1.954843044,0.902748108,muchos,8,over,2_o3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
15,478,n,False,12,4,False,5,False,7,False,2,True,2,2,3.755522966,2.255025864,2.005603075,muchos,8,under,2_u3,senal,purpura,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
16,489,n,True,13,4,False,5,True,8,False,2,False,2,1,2.954494953,1.453386068,1.804666042,muchos,7,over,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
17,411,s,True,14,4,True,6,False,8,False,2,False,2,4,4.058140993,2.55696106,1.30409503,muchos,7,under,2_u2,senal,naranja,3 BS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
18,498,n,True,15,4,False,6,True,9,False,2,False,2,1,2.654073954,1.153004885,2.005155802,muchos,8,over,3,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
19,269,n,True,16,4,False,6,True,10,False,2,False,2,1,3.155480146,1.654330969,0.802298069,pocos,2,under,1.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
20,425,s,True,17,4,True,7,False,10,False,2,False,2,5,3.558692932,2.057489872,1.604094982,muchos,7,under,2_u2,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
21,609,n,True,18,4,False,7,True,11,False,2,False,2,1,3.354667187,1.853536129,1.603985786,muchos,7,over,1,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
22,434,s,True,19,4,True,8,False,11,False,2,False,2,5,4.859577179,3.358478069,0.702091932,muchos,7,under,2_u2,senal,azul,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
23,332,s,True,20,4,True,9,False,11,False,2,False,2,6,5.15990901,3.659405947,1.603914022,muchos,7,over,2_o2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
24,222,n,True,21,4,False,9,True,12,False,2,False,2,3,3.857181787,2.356007099,1.002582073,pocos,2,under,2.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
25,598,n,True,22,4,False,9,True,13,False,2,False,2,1,3.551484108,2.050409079,0.601622105,muchos,8,under,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
26,439,s,True,23,4,True,10,False,13,False,2,False,2,6,3.444908857,1.943741798,0.802210093,muchos,7,under,2_u2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
27,85,s,True,24,4,True,11,False,13,False,2,False,2,5,3.65763998,2.156512022,1.002358198,pocos,2,under,2_u2,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
28,583,n,True,25,4,False,11,True,14,False,2,False,2,1,2.942947865,1.441775084,0.601859093,muchos,7,under,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
29,136,s,True,26,4,True,12,False,14,False,2,False,2,5,3.055673122,1.554476976,1.203155041,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
30,459,s,True,27,4,True,13,False,14,False,2,False,2,5,3.254570007,1.754081011,0.701752901,muchos,8,under,2_u3,senal,guinda,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
31,61,s,True,28,4,True,14,False,14,False,2,False,2,6,3.255669117,1.754451036,0.701779842,pocos,3,over,2_o3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
32,564,n,True,29,4,False,14,True,15,False,2,False,2,2,4.058025837,2.5569489,1.804425955,muchos,7,over,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
33,177,n,True,30,4,False,14,True,16,False,2,False,2,1,3.156339169,1.655182123,1.404217005,pocos,3,over,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
34,167,n,True,31,4,False,14,True,17,False,2,False,2,1,2.654167891,1.153903008,0.701943874,pocos,2,over,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
35,377,s,True,32,4,True,15,False,17,False,2,False,2,6,4.558290958,3.057158947,1.604115963,muchos,8,over,2_o3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
36,437,s,True,33,4,True,16,False,17,False,2,False,2,5,3.645205975,2.144143105,0.802136898,muchos,7,under,2_u2,senal,purpura,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
37,587,n,True,34,4,False,16,True,18,False,2,False,2,1,3.254863024,1.754205942,0.902977943,muchos,7,under,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
38,274,n,True,35,4,False,16,True,19,False,2,False,2,2,2.552754164,1.051609993,1.002691984,pocos,3,under,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
39,78,s,True,36,4,True,17,False,19,False,2,False,2,6,3.054702997,1.553517103,1.404226065,pocos,3,over,2_o3,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
40,613,n,True,37,4,False,17,True,20,False,2,False,2,1,2.953779221,1.452633142,1.203057051,muchos,8,over,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
41,526,n,True,38,4,False,17,True,21,False,2,False,2,2,2.754117012,1.252959013,1.504319191,muchos,7,over,2.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
42,156,s,True,39,4,True,18,False,21,False,2,False,2,6,2.955985069,1.455077887,1.904889107,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
43,431,s,True,40,4,True,19,False,21,False,2,False,2,6,3.157588005,1.656619072,0.601800919,muchos,7,under,2_u2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
44,512,n,True,41,4,False,19,True,22,False,2,False,2,2,3.055529118,1.554287195,3.107548952,muchos,8,under,3,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
45,151,s,True,42,4,True,20,False,22,False,2,False,2,5,3.958449841,2.457259893,1.303472996,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
46,494,n,True,43,4,False,20,True,23,False,2,False,2,2,3.656291008,2.155151129,2.807133198,muchos,8,over,3,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
47,551,s,False,43,5,False,20,False,23,True,3,False,2,6,3.454442978,1.953371048,0.802258968,muchos,8,under,2.5,ruido,naranja,2 BN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
48,558,s,False,43,6,False,20,False,23,True,4,False,2,5,5.758010864,4.25689888,1.10284996,muchos,8,under,2.5,ruido,purpura,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
49,44,s,True,44,6,True,21,False,23,False,4,False,2,6,2.754380941,1.253174067,1.203159094,pocos,3,over,2_o3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
50,570,n,True,45,6,False,21,True,24,False,4,False,2,1,3.054277897,1.553155899,0.902292967,muchos,7,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
51,36,s,True,46,6,True,22,False,24,False,4,False,2,6,2.754302979,1.253123999,0.501744986,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
52,427,n,False,46,7,False,22,False,24,False,4,True,3,2,4.203006983,2.701943874,1.905251026,muchos,7,under,2_u2,senal,purpura,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
53,492,n,True,47,7,False,22,True,25,False,4,False,3,1,3.156073093,1.654828072,1.10262394,muchos,8,over,3,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
54,171,n,True,48,7,False,22,True,26,False,4,False,3,1,2.353288889,0.852183104,0.702039003,pocos,3,over,3,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
55,336,s,True,49,7,True,23,False,26,False,4,False,3,6,3.255335808,1.754187107,1.303293943,muchos,7,over,2_o2,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
56,301,n,True,50,7,False,23,True,27,False,4,False,3,1,2.854789019,1.353706837,0.702092886,pocos,2,NA,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
57,65,s,True,51,7,True,24,False,27,False,4,False,3,6,2.352859974,0.851748943,1.003031015,pocos,3,over,2_o3,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
58,632,n,True,52,7,False,24,True,28,False,4,False,3,1,2.64217186,1.140976906,0.701689959,muchos,8,under,1,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
59,257,n,True,53,7,False,24,True,29,False,4,False,3,2,2.856014013,1.35490799,1.303135872,pocos,3,over,1.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
60,534,n,True,54,7,False,24,True,30,False,4,False,3,1,3.256603003,1.755454063,1.504181147,muchos,8,over,2.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
61,532,n,True,55,7,False,24,True,31,False,4,False,3,2,3.256164074,1.754995823,2.706290007,muchos,8,over,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
62,638,n,True,56,7,False,24,True,32,False,4,False,3,1,3.858172894,2.356988907,2.907779932,muchos,8,under,1,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
63,531,n,True,57,7,False,24,True,33,False,4,False,3,2,2.454923153,0.953807116,0.802541018,muchos,8,over,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
64,580,n,True,58,7,False,24,True,34,False,4,False,3,1,2.555345058,1.054155827,0.802078962,muchos,8,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
65,284,n,True,59,7,False,24,True,35,False,4,False,3,1,1.752935886,0.251804829,1.002526999,pocos,2,over,1,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
66,535,n,True,60,7,False,24,True,36,False,4,False,3,2,2.353332996,0.852184057,0.601684809,muchos,8,over,2.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
67,209,n,True,61,7,False,24,True,37,False,4,False,3,2,3.255620003,1.754519224,2.706815004,pocos,2,over,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
68,170,n,True,62,7,False,24,True,38,False,4,False,3,1,5.360651016,3.859562159,0.702427864,pocos,2,over,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
