Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,199,n,True,1,0,False,0,True,1,False,0,False,0,3,27.30962588,25.79704785,6.216029882,pocos,3,under,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
1,290,n,True,2,0,False,0,True,2,False,0,False,0,2,4.853335158,3.340907097,3.3081429,pocos,2,over,1,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
2,493,n,True,3,0,False,0,True,3,False,0,False,0,1,3.650417105,2.137900114,2.105221987,muchos,8,over,3,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
3,418,s,True,4,0,True,1,False,3,False,0,False,0,6,2.949073092,1.436548948,1.60416007,muchos,7,under,2_u2,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
4,468,s,True,5,0,True,2,False,3,False,0,False,0,6,3.049266116,1.536783934,0.802175999,muchos,8,under,2_u3,senal,purpura,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
5,352,n,False,5,1,False,2,False,3,False,0,True,1,2,4.753654972,3.241188049,2.205673933,muchos,7,over,2_o2,senal,naranja,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
6,274,n,True,6,1,False,2,True,4,False,0,False,1,1,2.848719851,1.336629868,1.403822899,pocos,3,under,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
7,163,n,True,7,1,False,2,True,5,False,0,False,1,1,2.748594061,1.236142159,1.303162813,pocos,2,over,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
8,13,s,True,8,1,True,3,False,5,False,0,False,1,6,3.049196974,1.536664963,1.303273916,pocos,2,over,2_o2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
9,227,n,True,9,1,False,3,True,6,False,0,False,1,1,2.949100987,1.436672926,1.102733135,pocos,2,under,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
10,8,s,True,10,1,True,4,False,6,False,0,False,1,5,3.048656956,1.536224127,1.904751778,pocos,2,over,2_o2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
11,201,n,True,11,1,False,4,True,7,False,0,False,1,1,2.648270146,1.136447906,0.902498007,pocos,2,over,2.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
12,26,s,True,12,1,True,5,False,7,False,0,False,1,6,5.15498902,3.642534018,1.203328848,pocos,2,over,2_o2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
13,228,n,True,13,1,False,5,True,8,False,0,False,1,1,2.447201029,0.934700966,0.701941013,pocos,2,under,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
14,202,n,True,14,1,False,5,True,9,False,0,False,1,1,2.44788386,0.935302973,0.701920033,pocos,2,over,2.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
15,86,s,True,15,1,True,6,False,9,False,0,False,1,6,2.347780005,0.835227013,0.501569986,pocos,2,under,2_u2,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
16,336,s,True,16,1,True,7,False,9,False,0,False,1,6,2.848624007,1.336119175,0.401090145,muchos,7,over,2_o2,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
17,237,n,True,17,1,False,7,True,10,False,0,False,1,1,2.447814957,0.935355186,0.90209794,pocos,3,under,2.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
18,486,n,True,18,1,False,7,True,11,False,0,False,1,1,2.247491137,0.735028028,0.501460075,muchos,7,over,3,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
19,195,n,True,19,1,False,7,True,12,False,0,False,1,1,2.047559992,0.535085201,0.701857805,pocos,3,under,3,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
