Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,276,n,True,1,0,False,0,True,1,False,0,False,0,1,3.555932999,2.054860115,2.807192802,pocos,3,under,1.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
1,547,s,False,1,1,False,0,False,1,True,1,False,0,6,2.539845228,1.038771153,4.611701965,muchos,7,under,2.5,ruido,purpura,2 BN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2,85,s,True,2,1,True,1,False,1,False,1,False,0,5,3.156387091,1.655205965,1.503961086,pocos,2,under,2_u2,senal,verde,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
3,122,s,True,3,1,True,2,False,1,False,1,False,0,5,3.054533958,1.553370953,4.010030985,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
4,260,n,True,4,1,False,2,True,2,False,1,False,0,3,4.158349037,2.657279015,9.22359395,pocos,3,over,1.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
5,48,s,True,5,1,True,3,False,2,False,1,False,0,6,2.854163885,1.353013039,1.40338397,pocos,3,over,2_o3,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
6,499,n,True,6,1,False,3,True,3,False,1,False,0,1,2.2526021,0.75149703,2.005080938,muchos,8,over,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
7,197,n,True,7,1,False,3,True,4,False,1,False,0,1,1.951954842,0.450904846,1.503921032,pocos,3,under,3,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
8,120,s,True,8,1,True,4,False,4,False,1,False,0,5,3.255438089,1.754399061,2.00483489,pocos,2,under,2_u2,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
9,50,s,True,9,1,True,5,False,4,False,1,False,0,4,3.456318855,1.955142975,2.707442045,pocos,3,over,2_o3,senal,guinda,4 AS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
10,83,s,True,10,1,True,6,False,4,False,1,False,0,5,3.256474972,1.755340099,2.306052923,pocos,2,under,2_u2,senal,azul,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
11,421,n,False,10,2,False,6,False,4,False,1,True,1,1,2.153280973,0.652217865,1.905103922,muchos,7,under,2_u2,senal,naranja,3 BS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
12,181,n,True,11,2,False,6,True,5,False,1,False,1,1,2.152662039,0.651595116,1.604175091,pocos,2,under,3,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
13,569,n,True,12,2,False,6,True,6,False,1,False,1,2,2.954032898,1.452908993,3.910065174,muchos,7,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
14,330,s,True,13,2,True,7,False,6,False,1,False,1,6,2.052660942,0.551413059,5.012536049,muchos,7,over,2_o2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
15,509,n,True,14,2,False,7,True,7,False,1,False,1,3,4.254796028,2.753653049,2.205926895,muchos,7,under,3,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
16,452,n,False,14,3,False,7,False,7,False,1,True,2,2,2.252540827,0.751367807,1.504019022,muchos,8,under,2_u3,senal,naranja,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
17,572,n,True,15,3,False,7,True,8,False,1,False,2,1,2.052591801,0.551493883,1.102864027,muchos,8,over,1.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
18,219,n,True,16,3,False,7,True,9,False,1,False,2,2,2.854737043,1.353624105,2.606489897,pocos,3,over,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
19,267,n,True,17,3,False,7,True,10,False,1,False,2,1,1.652709007,0.151543856,1.603988886,pocos,2,under,1.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
20,363,s,True,18,3,True,8,False,10,False,1,False,2,6,2.053117037,0.552516937,1.704130173,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
21,367,s,True,19,3,True,9,False,10,False,1,False,2,5,3.356970072,1.855876923,5.61425209,muchos,8,over,2_o3,senal,purpura,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
22,537,n,True,20,3,False,9,True,11,False,1,False,2,1,1.952389002,0.451737165,1.804581165,muchos,8,over,2.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
23,597,n,True,21,3,False,9,True,12,False,1,False,2,1,2.954021931,1.453739166,1.103060007,muchos,8,under,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
