Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,558,n,True,1,0,False,0,True,1,False,0,False,0,1,3.551322937,2.050172091,2.807201147,muchos,8,under,2.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
1,263,n,True,2,0,False,0,True,2,False,0,False,0,1,3.257230043,1.75612402,1.905267954,pocos,2,under,1.5,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
2,610,n,True,3,0,False,0,True,3,False,0,False,0,1,3.755906105,2.254785061,0.902516842,muchos,7,over,1,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
3,135,s,True,4,0,True,1,False,3,False,0,False,0,6,2.353857994,0.853592873,2.506410837,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
4,569,n,True,5,0,False,1,True,4,False,0,False,0,1,3.156310081,1.655362129,1.303594112,muchos,7,over,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,634,n,True,6,0,False,1,True,5,False,0,False,0,1,2.353585958,0.852499962,1.403903008,muchos,8,under,1,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
6,547,s,False,6,1,False,1,False,5,True,1,False,0,5,5.045773983,3.544986963,1.403275013,muchos,7,under,2.5,ruido,purpura,2 BN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
7,94,s,True,7,1,True,2,False,5,False,1,False,0,6,3.055154085,1.553991079,1.20331502,pocos,2,under,2_u2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
8,109,s,True,8,1,True,3,False,5,False,1,False,0,6,2.454169035,0.953521967,0.601911068,pocos,2,under,2_u2,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
9,242,n,True,9,1,False,3,True,6,False,1,False,0,1,2.553879976,1.052771807,4.009976864,pocos,2,over,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
10,599,n,True,10,1,False,3,True,7,False,1,False,0,1,2.053752899,0.55262804,1.002309084,muchos,8,under,1.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
11,364,s,True,11,1,True,4,False,7,False,1,False,0,6,2.253211975,0.752179146,2.205441952,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
12,408,s,True,12,1,True,5,False,7,False,1,False,0,5,3.642358065,2.141242027,1.102695942,muchos,7,under,2_u2,senal,purpura,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
13,42,s,True,13,1,True,6,False,7,False,1,False,0,6,2.95499897,1.45456481,2.807081938,pocos,3,over,2_o3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
14,258,n,True,14,1,False,6,True,8,False,1,False,0,3,3.656988859,2.155879021,2.405850887,pocos,3,over,1.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1
15,335,s,True,15,1,True,7,False,8,False,1,False,0,6,2.253151894,0.752650976,2.505914927,muchos,7,over,2_o2,senal,verde,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
16,454,s,True,16,1,True,8,False,8,False,1,False,0,5,3.443421841,1.94232893,0.601958036,muchos,8,under,2_u3,senal,azul,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
17,384,s,True,17,1,True,9,False,8,False,1,False,0,6,4.258067846,2.757064819,1.604535103,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
