Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,366,n,False,0,1,False,0,False,0,False,0,True,1,3,6.464447975,4.963314056,9.321959972,muchos,8,over,2_o3,senal,verde,3 BS,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0
1,453,s,True,1,1,True,1,False,0,False,0,False,1,6,3.154521942,1.653403044,3.508541822,muchos,8,under,2_u3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
2,529,n,True,2,1,False,1,True,1,False,0,False,1,1,2.654313803,1.153173208,2.506350994,muchos,7,over,2.5,ruido,guinda,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
3,223,s,False,2,2,False,1,False,1,True,1,False,1,5,4.158237934,2.657135963,2.506813049,pocos,2,under,2.5,ruido,azul,1 AN,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
4,99,s,True,3,2,True,2,False,1,False,1,False,1,5,6.161125898,4.659976006,3.007269859,pocos,2,under,2_u2,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
5,114,s,True,4,2,True,3,False,1,False,1,False,1,4,3.657553911,2.156736851,7.819072008,pocos,2,under,2_u2,senal,azul,4 AS,1,1,4,0,0,0,0,1,0,1,0,1,0,1,0
6,375,s,True,5,2,True,4,False,1,False,1,False,1,5,6.563491106,5.062336922,1.904958963,muchos,8,over,2_o3,senal,verde,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
7,552,n,True,6,2,False,4,True,2,False,1,False,1,2,5.856479883,4.355408907,0.701864004,muchos,8,under,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
8,458,n,False,6,3,False,4,False,2,False,1,True,2,1,2.755348921,1.254312992,3.408296824,muchos,8,under,2_u3,senal,purpura,3 BS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
9,406,n,False,6,4,False,4,False,2,False,1,True,3,1,2.34168005,0.840575933,1.203063965,muchos,7,under,2_u2,senal,verde,3 BS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
10,306,n,True,7,4,False,4,True,3,False,1,False,3,1,3.25525403,1.754036903,3.308302164,pocos,2,under,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
11,564,n,True,8,4,False,4,True,4,False,1,False,3,1,2.353451014,0.85324192,3.508744001,muchos,7,over,1.5,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
12,546,n,True,9,4,False,4,True,5,False,1,False,3,1,2.843705893,1.34274888,0.70242095,muchos,7,under,2.5,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
13,100,s,True,10,4,True,5,False,5,False,1,False,3,5,3.757363081,2.256287098,2.707804918,pocos,2,under,2_u2,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
14,84,s,True,11,4,True,6,False,5,False,1,False,3,5,3.557380199,2.056193113,4.812137127,pocos,2,under,2_u2,senal,azul,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
15,460,n,False,11,5,False,6,False,5,False,1,True,4,1,2.151916981,0.651209831,0.601603985,muchos,8,under,2_u3,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
16,300,n,True,12,5,False,6,True,6,False,1,False,4,1,2.55387187,1.052763939,1.403386831,pocos,3,over,1,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
17,568,n,True,13,5,False,6,True,7,False,1,False,4,1,2.153532028,0.652459145,0.702308893,muchos,7,over,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
18,190,n,True,14,5,False,6,True,8,False,1,False,4,1,2.053447962,0.553075075,1.303377867,pocos,2,under,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
19,339,s,True,15,5,True,7,False,8,False,1,False,4,6,2.955127001,1.454030991,0.802270174,muchos,7,over,2_o2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
20,163,n,True,16,5,False,7,True,9,False,1,False,4,1,2.152004004,0.650845051,1.303544044,pocos,2,over,3,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
21,301,n,True,17,5,False,7,True,10,False,1,False,4,1,2.152334929,0.651160002,1.002563953,pocos,2,NA,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
22,532,n,True,18,5,False,7,True,11,False,1,False,4,1,2.554820061,1.053634882,0.601623058,muchos,8,over,2.5,ruido,naranja,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
23,89,s,True,19,5,True,8,False,11,False,1,False,4,6,2.953398943,1.452329874,0.802016973,pocos,2,under,2_u2,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
24,104,s,True,20,5,True,9,False,11,False,1,False,4,6,3.154906034,1.653787136,0.701621056,pocos,2,under,2_u2,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
