Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,210,n,True,1,0,False,0,True,1,False,0,False,0,2,3.939901829,2.438848019,2.907454968,pocos,2,over,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
1,352,s,True,2,0,True,1,False,1,False,0,False,0,6,2.636394024,1.135260105,3.207679033,muchos,7,over,2_o2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
2,278,n,True,3,0,False,1,True,2,False,0,False,0,1,2.437302113,0.936742067,2.004653931,pocos,3,under,1.5,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
3,91,s,True,4,0,True,2,False,2,False,0,False,0,6,2.737264872,1.236340046,1.303203106,pocos,2,under,2_u2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
4,320,n,True,5,0,False,2,True,3,False,0,False,0,1,2.136112928,0.63499403,0.80183816,pocos,3,under,1,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,141,s,True,6,0,True,3,False,3,False,0,False,0,6,2.035589933,0.534545898,1.603923798,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
6,285,n,True,7,0,False,3,True,4,False,0,False,0,1,2.236488104,0.735494852,1.804454803,pocos,2,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
7,2,s,True,8,0,True,4,False,4,False,0,False,0,6,2.537516832,1.036315918,2.405902863,pocos,2,over,2_o2,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
8,229,n,True,9,0,False,4,True,5,False,0,False,0,1,2.035921812,0.535243034,1.002630949,pocos,2,under,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
9,252,n,True,10,0,False,4,True,6,False,0,False,0,1,2.136172056,0.635207176,1.203046799,pocos,3,over,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
