Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,625,n,True,1,0,False,0,True,1,False,0,False,0,1,3.852089167,2.351223946,2.807691813,muchos,7,under,1,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
1,140,s,True,2,0,True,1,False,1,False,0,False,0,6,2.955041885,1.453933001,4.410382032,pocos,3,under,2_u3,senal,guinda,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
2,230,n,True,3,0,False,1,True,2,False,0,False,0,2,3.055423021,1.554324865,2.606229067,pocos,2,under,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
3,266,n,True,4,0,False,1,True,3,False,0,False,0,1,3.356258154,1.855169058,2.606541872,pocos,2,under,1.5,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
4,306,n,True,5,0,False,1,True,4,False,0,False,0,1,4.959362984,3.458267927,2.807199001,pocos,2,under,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,64,s,True,6,0,True,2,False,4,False,0,False,0,6,3.256510019,1.755682945,1.804521084,pocos,3,over,2_o3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
6,568,n,True,7,0,False,2,True,5,False,0,False,0,2,2.955319881,1.455120802,1.403529882,muchos,7,over,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
7,360,s,True,8,0,True,3,False,5,False,0,False,0,6,3.156042099,1.654849052,6.315600872,muchos,7,over,2_o2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
8,282,n,True,9,0,False,3,True,6,False,0,False,0,1,2.854676962,1.3536098,1.20321393,pocos,2,over,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
9,413,s,True,10,0,True,4,False,6,False,0,False,0,5,8.253479004,6.752418041,1.604171038,muchos,7,under,2_u2,senal,azul,3 BS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
10,390,s,True,11,0,True,5,False,6,False,0,False,0,6,2.854430914,1.353330851,3.20778513,muchos,8,over,2_o3,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
11,419,s,True,12,0,True,6,False,6,False,0,False,0,6,3.258088112,1.756971121,1.904999971,muchos,7,under,2_u2,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
12,369,s,True,13,0,True,7,False,6,False,0,False,0,6,3.154716015,1.653522015,2.506281853,muchos,8,over,2_o3,senal,guinda,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
13,374,s,True,14,0,True,8,False,6,False,0,False,0,6,3.257132053,1.755959988,1.203266144,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
14,219,n,True,15,0,False,8,True,7,False,0,False,0,2,2.95450902,1.453362942,1.303473949,pocos,3,over,2.5,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
15,328,n,False,15,1,False,8,False,7,False,0,True,1,2,2.855585098,1.354441881,1.403700113,muchos,7,over,2_o2,senal,purpura,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
16,296,n,True,16,1,False,8,True,8,False,0,False,1,1,2.653531075,1.152366161,1.504159927,pocos,3,over,1,ruido,verde,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
17,513,n,True,17,1,False,8,True,9,False,0,False,1,1,2.754385948,1.253338099,1.303313017,muchos,8,under,3,ruido,azul,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
18,288,n,True,18,1,False,8,True,10,False,0,False,1,1,2.354122162,0.852965117,1.505183935,pocos,2,over,1,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
19,151,s,True,19,1,True,9,False,10,False,0,False,1,6,2.653449059,1.152363062,1.403665066,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
20,118,s,True,20,1,True,10,False,10,False,0,False,1,6,3.555985212,2.055142164,1.503740072,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
21,199,n,True,21,1,False,10,True,11,False,0,False,1,2,2.653966904,1.152883053,1.403357983,pocos,3,under,3,ruido,guinda,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
22,606,n,True,22,1,False,10,True,12,False,0,False,1,1,2.654348135,1.153189182,2.105877161,muchos,7,over,1,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
23,577,n,True,23,1,False,10,True,13,False,0,False,1,1,2.554041862,1.052987814,1.904816866,muchos,8,over,1.5,ruido,purpura,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
24,261,n,True,24,1,False,10,True,14,False,0,False,1,2,2.453907967,0.952866077,1.103254795,pocos,2,under,1.5,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1
25,144,s,True,25,1,True,11,False,14,False,0,False,1,6,3.154938936,1.653777838,1.603914976,pocos,3,under,2_u3,senal,azul,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
26,402,s,True,26,1,True,12,False,14,False,0,False,1,6,2.951972008,1.450890064,1.705168962,muchos,7,under,2_u2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
27,394,s,True,27,1,True,13,False,14,False,0,False,1,6,2.655026913,1.153991938,1.404137135,muchos,8,over,2_o3,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
