Ensayo,Estimulo,Respuesta,Correcto,Aciertos,Errores,Hits,ContadorH,Rechazos,ContadorR,Falsas.alarmas,ContadorF,Omisiones,ContadorM,Confidence,RTime1,RTime1b,RTime2,facilidad,num_circulos_externos,tam_circulos_externos,tamano_central,senal,color,tipo,choice,Exito,outcome,HR6,FR6,HR5,FR5,HR4,FR4,HR3,FR3,HR2,FR2,HR1,FR1
0,577,s,False,0,1,False,0,False,0,True,1,False,0,6,4.458930969,2.957813025,2.406173944,muchos,8,over,1.5,ruido,purpura,2 BN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,349,n,False,0,2,False,0,False,0,False,1,True,1,2,4.158931017,2.657901049,1.604398966,muchos,7,over,2_o2,senal,guinda,3 BS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
2,132,s,True,1,2,True,1,False,0,False,1,False,1,6,3.556851149,2.055716991,1.403536797,pocos,3,under,2_u3,senal,naranja,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
3,403,s,True,2,2,True,2,False,0,False,1,False,1,6,3.355162144,1.854328156,2.105460882,muchos,7,under,2_u2,senal,azul,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
4,314,n,True,3,2,False,2,True,1,False,1,False,1,1,2.955042839,1.453874111,1.505850077,pocos,3,under,1,ruido,azul,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
5,352,s,True,4,2,True,3,False,1,False,1,False,1,6,3.657001972,2.155869961,0.701807976,muchos,7,over,2_o2,senal,naranja,3 BS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
6,97,s,True,5,2,True,4,False,1,False,1,False,1,5,3.556195974,2.055028915,1.503851891,pocos,2,under,2_u2,senal,purpura,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
7,115,n,False,5,3,False,4,False,1,False,1,True,2,1,3.055665016,1.554585934,1.504094124,pocos,2,under,2_u2,senal,verde,4 AS,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
8,288,n,True,6,3,False,4,True,2,False,1,False,2,1,2.553155899,1.051965952,0.802067995,pocos,2,over,1,ruido,purpura,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
9,23,n,False,6,4,False,4,False,2,False,1,True,3,2,2.65504694,1.15383482,1.303318977,pocos,2,over,2_o2,senal,azul,4 AS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
10,125,s,True,7,4,True,5,False,2,False,1,False,3,6,2.954185963,1.453068018,1.302958012,pocos,3,under,2_u3,senal,verde,4 AS,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0
11,301,n,True,8,4,False,5,True,3,False,1,False,3,1,1.952986002,0.452214956,1.603830099,pocos,2,NA,1,ruido,naranja,1 AN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
12,516,n,True,9,4,False,5,True,4,False,1,False,3,1,2.549904823,1.048755884,1.403614044,muchos,8,under,3,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
13,505,n,True,10,4,False,5,True,5,False,1,False,3,1,2.643451214,1.142306089,0.902659893,muchos,7,under,3,ruido,verde,2 BN,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1
14,80,s,True,11,4,True,6,False,5,False,1,False,3,5,4.358668089,2.857445002,0.802795172,pocos,3,over,2_o3,senal,guinda,4 AS,1,1,4,0,0,1,0,1,0,1,0,1,0,1,0
15,157,n,False,11,5,False,6,False,5,False,1,True,4,2,2.553956985,1.052786112,1.804211855,pocos,3,under,2_u3,senal,purpura,4 AS,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
16,554,s,False,11,6,False,6,False,5,True,2,False,4,6,3.251107931,1.750026941,1.20367384,muchos,8,under,2.5,ruido,azul,2 BN,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
